Pers.no.,Action Type,Reason for Action,CoCd,Company Code,Personnel Area,Personnel Subarea,Cost ctr,Cost Center,Organizational Unit,Start date Action,End date Action,Organizational Key,Position,Date
00001406,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5220,ADE Maint - General,Plant Maintenance,11/07/2016,9/07/2017,Manufacturing & Engineering,Electrician,7/01/1991
00001406,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5220,ADE Maint - General,Plant Maintenance,10/07/2017,8/07/2018,Manufacturing & Engineering,Electrician,7/01/1991
00001406,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5220,ADE Maint - General,Plant Maintenance,9/07/2018,31/12/9999,Manufacturing & Engineering,Electrician,7/01/1991
00001406,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5220,ADE Maint - General,Maintenance,9/07/2018,31/12/9999,Manufacturing & Engineering,Electrician,7/01/1991
00001411,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5290,ADE HR & Training,Human Resources,1/04/2009,5/01/2014,,Training Coordinator,25/05/1990
00001411,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5160,ADE Inspect,Integrated Systems & Risk,6/01/2014,9/09/2014,,Pack Centre Manager,25/05/1990
00001414,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5120,ADE Forming Services,Line Development,16/01/2012,25/04/2014,,Line Manager AD61,4/11/1991
00001415,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7270,MEL Manufacturing,Unit Plant Management Tank 4,1/04/2013,14/04/2017,,Unit Plant Manager,22/01/1996
00001415,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,Unit Plant Management Tank 4,1/04/2013,14/04/2017,,Unit Plant Manager,22/01/1996
00001415,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,UPM4,1/04/2013,14/04/2017,,Unit Plant Manager,22/01/1996
00001415,Promotion,Promotion,1000,ACI Operations Pty Ltd,VIC - GPA - Staff,Melbourne Day,7030,MEL Unit PlntMrg MB4,UPM4,1/04/2013,14/04/2017,,Unit Plant Manager,22/01/1996
00001415,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,O-I Brisbane Plant,15/04/2017,9/01/2019,,Unit Plant Manager QG1,22/01/1996
00001415,Promotion,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,Unit Plant QG3,15/04/2017,9/01/2019,Manufacturing & Engineering,Unit Plant Manager QG3,22/01/1996
00001415,Transfer,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6140,BNE Job Change,O-I Brisbane Plant,10/01/2019,31/12/9999,Manufacturing & Engineering,CI Practitioner,22/01/1996
00001415,Transfer,Transfer,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6300,BNE Business Service,O-I Brisbane Plant,10/01/2019,31/12/9999,Manufacturing & Engineering,CI Practitioner,22/01/1996
00001416,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5160,ADE Inspect,Cold End Processing,1/12/2012,28/02/2014,,Cold End Operational Support Supervisor,3/07/1989
00001416,Promotion,Classification Change,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5270,ADE Manufacturing,UPM,1/03/2014,31/12/9999,,Cold End Process & Packaging Specialist,3/07/1989
00001416,Promotion,Classification Change,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5030,ADE Unit PlntMrg AD6,UPM,1/03/2014,31/12/9999,,Cold End Process & Packaging Specialist,3/07/1989
00001416,Promotion,Classification Change,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5050,ADE Production Suppo,Production Support,1/03/2014,31/12/9999,,Cold End Specialist,3/07/1989
00001416,Promotion,Classification Change,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5050,ADE Production Suppo,Production Support,1/03/2014,31/12/9999,Manufacturing & Engineering,Cold End Specialist,3/07/1989
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5004,ADE Shift 4,D Shift,1/07/2013,13/07/2014,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5004,ADE Shift 4,D Shift,14/07/2014,12/07/2015,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5004,ADE Shift 4,D Shift,14/07/2014,12/07/2015,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,D Shift,14/07/2014,12/07/2015,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,D Shift,14/07/2014,12/07/2015,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,D Shift,13/07/2015,21/02/2016,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,D Shift,22/02/2016,19/02/2017,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,D Shift,20/02/2017,18/02/2018,,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,D Shift,20/02/2017,18/02/2018,Manufacturing & Engineering,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,D Shift,19/02/2018,17/02/2019,Manufacturing & Engineering,G4 Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,Shift D,19/02/2018,17/02/2019,Manufacturing & Engineering,Multi Skilled Operator,22/03/1991
00001420,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5180,ADE Audit,Shift D,18/02/2019,31/12/9999,Manufacturing & Engineering,Multi Skilled Operator,22/03/1991
00001421,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Shift,5004,ADE Shift 4,Quality  Services,1/01/2013,31/12/9999,,Shift Manager (D) - Adelaide,14/04/1991
00001421,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Shift,5002,ADE Shift 2,UPM,1/01/2013,31/12/9999,,Shift Manager - Adelaide,14/04/1991
00001421,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Shift,5030,ADE Unit PlntMrg AD6,UPM,1/01/2013,31/12/9999,,Shift Manager - Adelaide,14/04/1991
00001421,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Shift,5030,ADE Unit PlntMrg AD6,B Shift,1/01/2013,31/12/9999,Manufacturing & Engineering,Shift Manager - Adelaide,14/04/1991
00001421,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Shift,5030,ADE Unit PlntMrg AD6,Shift B,1/01/2013,31/12/9999,Manufacturing & Engineering,Shift Manager,14/04/1991
00001422,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6050,BNE Production Suppo,Plant Reliability,18/07/2011,30/09/2017,,Production Support Manager,6/04/1992
00001422,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6050,BNE Production Suppo,Production Support,18/07/2011,30/09/2017,,Production Support Manager,6/04/1992
00001422,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6050,BNE Production Suppo,O-I Brisbane Plant,18/07/2011,30/09/2017,Manufacturing & Engineering,Production Support Manager,6/04/1992
00001422,Promotion,Promotion,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6250,BNE Maint - Cold End,Job Change Team,18/07/2011,30/09/2017,Manufacturing & Engineering,Job Change Coordinator,6/04/1992
00001422,Transfer,No reason specified,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6250,BNE Maint - Cold End,Job Change Team,1/10/2017,31/12/9999,Manufacturing & Engineering,Job Change Coordinator,6/04/1992
00001422,Transfer,No reason specified,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6270,BNE Manufacturing,Unit Plant QG3,1/10/2017,31/12/9999,Manufacturing & Engineering,FMU QG32,6/04/1992
00001422,Transfer,No reason specified,1000,ACI Operations Pty Ltd,QLD - GPA - Staff,Brisbane Day,6030,BNE Unit PlntMrg QG3,Unit Plant QG3,1/10/2017,31/12/9999,Manufacturing & Engineering,Line Manager,6/04/1992
00001425,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Day,5330,ADE Procurement,Business Services,3/07/2000,1/10/2014,,General Plant Operator Team Coordinator,11/01/1994
00001427,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5003,ADE Shift 3,C Shift,20/02/2006,31/12/9999,,G7 Line Leader,11/04/1994
00001427,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5003,ADE Shift 3,C Shift,20/02/2006,31/12/9999,,G7 Line Leader,11/04/1994
00001427,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5814,ADE AD51 MachineLine,C Shift,20/02/2006,31/12/9999,,G7 Line Leader,11/04/1994
00001427,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,C Shift,20/02/2006,31/12/9999,,G7 Line Leader,11/04/1994
00001427,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,G Shift,20/02/2006,31/12/9999,Manufacturing & Engineering,G7 Line Leader,11/04/1994
00001427,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift C,20/02/2006,31/12/9999,Manufacturing & Engineering,Line Leader,11/04/1994
00001427,Promotion,Transfer,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5815,ADE AD52 MachineLine,Shift E,20/02/2006,31/12/9999,Manufacturing & Engineering,Line Leader,11/04/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5005,ADE Shift 5,E Shift,1/07/2013,13/07/2014,,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5005,ADE Shift 5,E Shift,14/07/2014,12/07/2015,,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5005,ADE Shift 5,E Shift,14/07/2014,12/07/2015,,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,E Shift,14/07/2014,12/07/2015,,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,E Shift,13/07/2015,21/02/2016,,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,E Shift,22/02/2016,19/02/2017,,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,E Shift,20/02/2017,18/02/2018,,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,E Shift,20/02/2017,18/02/2018,Manufacturing & Engineering,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,E Shift,19/02/2018,17/02/2019,Manufacturing & Engineering,G7 Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,Shift E,19/02/2018,17/02/2019,Manufacturing & Engineering,Line Leader,5/12/1994
00001428,Change in pay,Pay scale increase,1000,ACI Operations Pty Ltd,SA - GPA - Wages,Adelaide Shift,5818,ADE AD50 MachineLine,Shift E,18/02/2019,31/12/9999,Manufacturing & Engineering,Line Leader,5/12/1994
00001430,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5240,ADE Maint - Machine,Machine Maintenance,3/11/2003,31/12/9999,,Machine Repair Manager,29/01/1976
00001430,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5240,ADE Maint - Machine,Production Support,3/11/2003,31/12/9999,,Technical Support Manager,29/01/1976
00001430,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5050,ADE Production Suppo,Production Support,3/11/2003,31/12/9999,,Technical Support Manager,29/01/1976
00001430,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5210,ADE Mould Repair,Mould and Machine Maintenance,3/11/2003,31/12/9999,Manufacturing & Engineering,Technical Support Manager,29/01/1976
00001430,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5240,ADE Maint - Machine,Mould and Machine Maintenance,3/11/2003,31/12/9999,Manufacturing & Engineering,Technical Support Manager,29/01/1976
00001430,Promotion,Promotion,1000,ACI Operations Pty Ltd,SA - GPA - Staff,Adelaide Day,5240,ADE Maint - Machine,Maintenance,3/11/2003,31/12/9999,Manufacturing & Engineering,Technical Support Manager,29/01/1976
