"pers_no","action_type","reason_for_action","organizational_unit","date","turnover","turn_abs","location","years"
90003175,"Hire Employee","New position","PT Kangar Consolidated Industries",2014-02-03,1,1,"Jakarta",2014
90003176,"Hire Employee","Fill vacancy","Line 12 Shift B",2014-05-01,1,1,"Jakarta",2014
90003176,"Hire Employee","Fill vacancy","Line 12 Shift B",2014-05-01,1,1,"Jakarta",2014
90003177,"Hire Employee","Fill vacancy","Line 22 Shift C",2014-05-01,1,1,"Jakarta",2014
90003177,"Hire Employee","Fill vacancy","Line 22 Shift C",2014-05-01,1,1,"Jakarta",2014
90003177,"Hire Employee","Fill vacancy","Mould Shop",2014-05-01,1,1,"Jakarta",2014
90003178,"Hire Employee","Fill vacancy","Finance",2014-06-01,1,1,"Jakarta",2014
90003179,"Hire Employee","Fill vacancy","Line 12 Shift A",2014-06-01,1,1,"Jakarta",2014
90003179,"Hire Employee","Fill vacancy","Line 12 Shift A",2014-06-01,1,1,"Jakarta",2014
90003180,"Hire Employee","Fill vacancy","Marketing & Sales",2014-07-01,1,1,"Jakarta",2014
90003181,"Hire Employee","Fill vacancy","Plant Reliability",2014-07-01,1,1,"Jakarta",2014
90003182,"Hire Employee","New position","Manufacturing",2014-07-01,1,1,"Jakarta",2014
90003183,"Hire Employee","New position","Manufacturing",2014-07-01,1,1,"Jakarta",2014
90003184,"Hire Employee","Fill vacancy","Line 11 Shift B",2014-07-01,1,1,"Jakarta",2014
90003184,"Hire Employee","Fill vacancy","Line 11 Shift B",2014-07-01,1,1,"Jakarta",2014
90003185,"Hire Employee","Fill vacancy","Line 14 Shift C",2014-07-01,1,1,"Jakarta",2014
90003185,"Hire Employee","Fill vacancy","Line 14 Shift C",2014-07-01,1,1,"Jakarta",2014
90003186,"Hire Employee","Fill vacancy","Batch & Furnace",2014-07-01,1,1,"Jakarta",2014
90003187,"Hire Employee","New position","Mould Shop",2014-08-01,1,1,"Jakarta",2014
90003188,"Hire Employee","Fill vacancy","Machine Maintenance",2014-08-01,1,1,"Jakarta",2014
90003188,"Hire Employee","Fill vacancy","Machine Maintenance",2014-08-01,1,1,"Jakarta",2014
90003189,"Hire Employee","New position","Inspection Packaging",2014-09-01,1,1,"Jakarta",2014
90003190,"Hire Employee","Fill vacancy","Line 14 Shift A",2014-09-01,1,1,"Jakarta",2014
90003190,"Hire Employee","Fill vacancy","Line 14 Shift A",2014-09-01,1,1,"Jakarta",2014
90003191,"Hire Employee","Fill vacancy","Line 21 Shift B",2014-09-01,1,1,"Jakarta",2014
90003191,"Hire Employee","Fill vacancy","Line 21 Shift B",2014-09-01,1,1,"Jakarta",2014
90003192,"Hire Employee","Fill vacancy","Line 21 Shift C",2014-09-01,1,1,"Jakarta",2014
90003192,"Hire Employee","Fill vacancy","Line 21 Shift C",2014-09-01,1,1,"Jakarta",2014
90003193,"Hire Employee","Fill vacancy","Line 21 Shift D",2014-09-01,1,1,"Jakarta",2014
90003193,"Hire Employee","Fill vacancy","Line 21 Shift D",2014-09-01,1,1,"Jakarta",2014
90003194,"Hire Employee","New position","Marketing & Sales",2014-10-01,1,1,"Jakarta",2014
90003195,"Hire Employee","Fill vacancy","Production Planning Inventory Control",2014-11-01,1,1,"Jakarta",2014
90003195,"Hire Employee","Fill vacancy","Logistic & PPIC",2014-11-01,1,1,"Jakarta",2014
90003195,"Hire Employee","Fill vacancy","Planning",2014-11-01,1,1,"Jakarta",2014
90003196,"Hire Employee","Fill vacancy","Line 21 Shift A",2014-11-01,1,1,"Jakarta",2014
90003197,"Hire Employee","Fill vacancy","Line 24 Shift B",2014-11-01,1,1,"Jakarta",2014
90003198,"Hire Employee","Fill vacancy","Line 22 Shift D",2014-11-01,1,1,"Jakarta",2014
90003199,"Hire Employee","Fill vacancy","Line 24 Shift C",2014-12-01,1,1,"Jakarta",2014
90003199,"Hire Employee","Fill vacancy","Line 24 Shift C",2014-12-01,1,1,"Jakarta",2014
90003200,"Hire Employee","Fill vacancy","Quality Service",2014-12-01,1,1,"Jakarta",2014
90003200,"Hire Employee","Fill vacancy","Quality Service",2014-12-01,1,1,"Jakarta",2014
90003201,"Hire Employee","Fill vacancy","Finance",2015-01-05,1,1,"Jakarta",2015
90003202,"Hire Employee","Fill vacancy","Finance",2015-01-05,1,1,"Jakarta",2015
90003203,"Hire Employee","New position","Batch & Furnace",2015-01-05,1,1,"Jakarta",2015
90003204,"Hire Employee","New position","Electrical",2015-01-05,1,1,"Jakarta",2015
90003204,"Hire Employee","New position","Electrical",2015-01-05,1,1,"Jakarta",2015
90003205,"Hire Employee","New position","Electrical",2015-01-05,1,1,"Jakarta",2015
90003205,"Hire Employee","New position","Electrical",2015-01-05,1,1,"Jakarta",2015
90003205,"Hire Employee","New position","Electrical",2015-01-05,1,1,"Jakarta",2015
90003206,"Hire Employee","Fill vacancy","Mechanical Engineering",2015-01-05,1,1,"Jakarta",2015
90003206,"Hire Employee","Fill vacancy","Mechanical Engineering",2015-01-05,1,1,"Jakarta",2015
90003207,"Hire Employee","New position","Inspection Packaging",2015-01-05,1,1,"Jakarta",2015
90003208,"Hire Employee","Fill vacancy","Manufacturing",2015-01-05,1,1,"Jakarta",2015
90003209,"Hire Employee","Fill vacancy","Manufacturing",2015-01-05,1,1,"Jakarta",2015
90003210,"Hire Employee","Fill vacancy","Manufacturing",2015-01-05,1,1,"Jakarta",2015
90003211,"Hire Employee","Fill vacancy","Line 22 Shift D",2015-01-05,1,1,"Jakarta",2015
90003211,"Hire Employee","Fill vacancy","Line 22 Shift D",2015-01-05,1,1,"Jakarta",2015
90003212,"Hire Employee","Fill vacancy","Line 24 Shift D",2015-01-05,1,1,"Jakarta",2015
90003214,"Hire Employee","Fill vacancy","Quality Service",2015-01-05,1,1,"Jakarta",2015
90003216,"Hire Employee","Fill vacancy","Electrical",2015-01-05,1,1,"Jakarta",2015
90003217,"Hire Employee","New position","Marketing & Sales",2015-02-02,1,1,"Jakarta",2015
90003218,"Hire Employee","New position","Manufacturing",2015-02-02,1,1,"Jakarta",2015
90003219,"Hire Employee","Fill vacancy","Marketing & Sales",2015-02-16,1,1,"Jakarta",2015
90003220,"Hire Employee","Fill vacancy","Mechanical Engineering",2015-03-02,1,1,"Jakarta",2015
90003221,"Hire Employee","Fill vacancy","Line 24 Shift B",2015-03-02,1,1,"Jakarta",2015
90003221,"Hire Employee","Fill vacancy","Line 24 Shift B",2015-03-02,1,1,"Jakarta",2015
90003222,"Hire Employee","Fill vacancy","Line 24 Shift D",2015-03-02,1,1,"Jakarta",2015
90003223,"Hire Employee","Fill vacancy","Mould Shop",2015-03-16,1,1,"Jakarta",2015
90003224,"Hire Employee","Fill vacancy","Line 14 Shift A",2015-04-06,1,1,"Jakarta",2015
90003224,"Hire Employee","Fill vacancy","Line 14 Shift A",2015-04-06,1,1,"Jakarta",2015
90003225,"Hire Employee","Fill vacancy","Line 14 Shift B",2015-04-06,1,1,"Jakarta",2015
90003226,"Hire Employee","Fill vacancy","Line 24 Shift D",2015-04-06,1,1,"Jakarta",2015
90003227,"Hire Employee","Fill vacancy","Line 24 Shift B",2015-04-06,1,1,"Jakarta",2015
90003228,"Hire Employee","Fill vacancy","Electrical",2015-05-01,1,1,"Jakarta",2015
90003228,"Hire Employee","Fill vacancy","Electrical",2015-05-01,1,1,"Jakarta",2015
90003228,"Hire Employee","Fill vacancy","Electrical",2015-05-01,1,1,"Jakarta",2015
90003229,"Hire Employee","Fill vacancy","Manufacturing",2015-05-01,1,1,"Jakarta",2015
90003230,"Hire Employee","Fill vacancy","Manufacturing",2015-05-01,1,1,"Jakarta",2015
90003231,"Hire Employee","Fill vacancy","Manufacturing",2015-05-01,1,1,"Jakarta",2015
90003232,"Hire Employee","Fill vacancy","Marketing & Sales",2015-05-11,1,1,"Jakarta",2015
90003232,"Hire Employee","Fill vacancy","Marketing & Sales",2015-05-11,1,1,"Jakarta",2015
90003233,"Hire Employee","Fill vacancy","Line 14 Shift C",2015-05-01,1,1,"Jakarta",2015
90003233,"Hire Employee","Fill vacancy","Line 14 Shift C",2015-05-01,1,1,"Jakarta",2015
90003234,"Hire Employee","Fill vacancy","Line 22 Shift D",2015-05-01,1,1,"Jakarta",2015
90003235,"Hire Employee","Fill vacancy","Store",2015-06-01,1,1,"Jakarta",2015
90003235,"Hire Employee","Fill vacancy","Warehouse",2015-06-01,1,1,"Jakarta",2015
90003235,"Hire Employee","Fill vacancy","Warehouse",2015-06-01,1,1,"Jakarta",2015
90003236,"Hire Employee","Fill vacancy","Marketing & Sales",2015-06-01,1,1,"Jakarta",2015
90003237,"Hire Employee","Fill vacancy","Marketing & Sales",2015-06-15,1,1,"Jakarta",2015
90003238,"Hire Employee","Fill vacancy","Manufacturing",2015-06-22,1,1,"Jakarta",2015
90003239,"Hire Employee","Fill vacancy","Manufacturing",2015-06-22,1,1,"Jakarta",2015
90003240,"Hire Employee","Fill vacancy","Plant Reliability",2015-07-01,1,1,"Jakarta",2015
90003241,"Hire Employee","Fill vacancy","Line 14 Shift B",2015-07-01,1,1,"Jakarta",2015
90003241,"Hire Employee","Fill vacancy","Line 14 Shift B",2015-07-01,1,1,"Jakarta",2015
90003242,"Hire Employee","New position","PT Kangar Consolidated Industries",2015-08-01,1,1,"Jakarta",2015
90003243,"Hire Employee","Fill vacancy","Unit Plant 2",2015-09-14,1,1,"Jakarta",2015
90003244,"Hire Employee","Fill vacancy","Line 14 Shift A",2015-10-01,1,1,"Jakarta",2015
90003244,"Hire Employee","Fill vacancy","Line 14 Shift A",2015-10-01,1,1,"Jakarta",2015
90003245,"Hire Employee","Fill vacancy","Line 14 Shift C",2015-10-01,1,1,"Jakarta",2015
90003245,"Hire Employee","Fill vacancy","Line 14 Shift C",2015-10-01,1,1,"Jakarta",2015
90003246,"Hire Employee","Fill vacancy","Line 22 Shift C",2015-10-01,1,1,"Jakarta",2015
90003246,"Hire Employee","Fill vacancy","Line 22 Shift C",2015-10-01,1,1,"Jakarta",2015
90003247,"Hire Employee","Fill vacancy","Line 24 Shift D",2015-10-01,1,1,"Jakarta",2015
90003247,"Hire Employee","Fill vacancy","Line 24 Shift D",2015-10-01,1,1,"Jakarta",2015
90003248,"Hire Employee","Fill vacancy","Manufacturing",2015-11-01,1,1,"Jakarta",2015
90003249,"Hire Employee","Fill vacancy","Manufacturing",2015-11-01,1,1,"Jakarta",2015
90003250,"Hire Employee","Fill vacancy","Inspection Packaging",2015-11-01,1,1,"Jakarta",2015
90003251,"Hire Employee","Fill vacancy","Line 12 Shift A",2015-11-01,1,1,"Jakarta",2015
90003252,"Hire Employee","Fill vacancy","Line 22 Shift B",2015-11-01,1,1,"Jakarta",2015
90003253,"Hire Employee","Fill vacancy","Line 22 Shift C",2015-11-01,1,1,"Jakarta",2015
90003254,"Hire Employee","Fill vacancy","Line 12 Shift B",2015-12-14,1,1,"Jakarta",2015
90003254,"Hire Employee","Fill vacancy","Line 12 Shift B",2015-12-14,1,1,"Jakarta",2015
90003255,"Hire Employee","New position","Finance",2016-01-01,1,1,"Jakarta",2016
90003256,"Hire Employee","Fill vacancy","Finance",2016-01-11,1,1,"Jakarta",2016
90003257,"Hire Employee","Fill vacancy","Distribution",2016-01-11,1,1,"Jakarta",2016
90003257,"Hire Employee","Fill vacancy","Warehouse & Logistics",2016-01-11,1,1,"Jakarta",2016
90003258,"Hire Employee","Fill vacancy","Line 22 Shift B",2016-02-01,1,1,"Jakarta",2016
90003259,"Hire Employee","Fill vacancy","Job Change",2016-02-01,1,1,"Jakarta",2016
90003260,"Hire Employee","Fill vacancy","Electrical",2016-02-01,1,1,"Jakarta",2016
90003261,"Hire Employee","Fill vacancy","Quality Service",2016-02-01,1,1,"Jakarta",2016
90003261,"Hire Employee","Fill vacancy","Quality Service",2016-02-01,1,1,"Jakarta",2016
90003262,"Hire Employee","Fill vacancy","Plant Reliability",2016-03-01,1,1,"Jakarta",2016
90003263,"Hire Employee","Fill vacancy","Line 22 Shift B",2016-03-01,1,1,"Jakarta",2016
90003263,"Hire Employee","Fill vacancy","Line 22 Shift B",2016-03-01,1,1,"Jakarta",2016
90003264,"Hire Employee","Fill vacancy","Line 21 Shift D",2016-03-01,1,1,"Jakarta",2016
90003264,"Hire Employee","Fill vacancy","Line 21 Shift D",2016-03-01,1,1,"Jakarta",2016
90003265,"Hire Employee","Fill vacancy","Electrical",2016-03-01,1,1,"Jakarta",2016
90003265,"Hire Employee","Fill vacancy","Electrical",2016-03-01,1,1,"Jakarta",2016
90003266,"Hire Employee","Fill vacancy","Mechanical Engineering",2016-03-01,1,1,"Jakarta",2016
90003267,"Hire Employee","Fill vacancy","Mechanical Engineering",2016-03-01,1,1,"Jakarta",2016
90003268,"Hire Employee","Fill vacancy","Quality Service",2016-03-01,1,1,"Jakarta",2016
90003268,"Hire Employee","Fill vacancy","Quality Service",2016-03-01,1,1,"Jakarta",2016
90003269,"Hire Employee","New position","Marketing & Sales",2016-05-01,1,1,"Jakarta",2016
90003270,"Hire Employee","Fill vacancy","Human Resources",2016-05-23,1,1,"Jakarta",2016
90003271,"Hire Employee","New position","Manufacturing Process Capability Program",2016-07-01,1,1,"Jakarta",2016
90003272,"Hire Employee","Fill vacancy","Electrical",2016-07-18,1,1,"Jakarta",2016
90003273,"Hire Employee","Fill vacancy","Job Change",2016-07-18,1,1,"Jakarta",2016
90003274,"Hire Employee","Fill vacancy","Quality Service",2016-07-18,1,1,"Jakarta",2016
90003274,"Hire Employee","Fill vacancy","Quality Service",2016-07-18,1,1,"Jakarta",2016
90003275,"Hire Employee","New position","Distribution",2016-09-15,1,1,"Jakarta",2016
90003275,"Hire Employee","New position","Warehouse",2016-09-15,1,1,"Jakarta",2016
90003275,"Hire Employee","New position","Warehouse & Logistics",2016-09-15,1,1,"Jakarta",2016
90003276,"Hire Employee","New position","Human Resources",2016-10-01,1,1,"Jakarta",2016
90003277,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003277,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003278,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003278,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003279,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003279,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003280,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003280,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003280,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003280,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003280,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003281,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003281,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-10,1,1,"Jakarta",2016
90003282,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-11,1,1,"Jakarta",2016
90003282,"Hire Employee","Fill vacancy","Inspection Packaging",2016-10-11,1,1,"Jakarta",2016
90003283,"Hire Employee","New position","Marketing & Sales",2016-10-17,1,1,"Jakarta",2016
90003286,"Hire Employee","Fill vacancy","Quality Service",2016-11-01,1,1,"Jakarta",2016
90003287,"Hire Employee","Fill vacancy","Line 11 Shift D",2016-11-01,1,1,"Jakarta",2016
90003287,"Hire Employee","Fill vacancy","Line 11 Shift D",2016-11-01,1,1,"Jakarta",2016
90003288,"Hire Employee","Fill vacancy","Line 14 Shift B",2016-11-01,1,1,"Jakarta",2016
90003289,"Hire Employee","Fill vacancy","Line 14 Shift D",2016-11-01,1,1,"Jakarta",2016
90003289,"Hire Employee","Fill vacancy","Line 14 Shift D",2016-11-01,1,1,"Jakarta",2016
90003290,"Hire Employee","Fill vacancy","Mould Shop",2016-11-01,1,1,"Jakarta",2016
90003291,"Hire Employee","Fill vacancy","Mould Shop",2016-11-01,1,1,"Jakarta",2016
90003292,"Hire Employee","Fill vacancy","Job Change",2016-11-01,1,1,"Jakarta",2016
90003293,"Hire Employee","Fill vacancy","Job Change",2016-11-01,1,1,"Jakarta",2016
90003294,"Hire Employee","Fill vacancy","Job Change",2016-11-01,1,1,"Jakarta",2016
90003295,"Hire Employee","Fill vacancy","Job Change",2016-11-01,1,1,"Jakarta",2016
90003296,"Hire Employee","Fill vacancy","Batch & Furnace",2016-11-01,1,1,"Jakarta",2016
90003296,"Hire Employee","Fill vacancy","Batch & Furnace",2016-11-01,1,1,"Jakarta",2016
90003297,"Hire Employee","Fill vacancy","Electrical",2016-11-01,1,1,"Jakarta",2016
90003297,"Hire Employee","Fill vacancy","Electrical",2016-11-01,1,1,"Jakarta",2016
90003297,"Hire Employee","Fill vacancy","Forming Engineering",2016-11-01,1,1,"Jakarta",2016
90003298,"Hire Employee","Fill vacancy","Electrical",2016-11-01,1,1,"Jakarta",2016
90003299,"Hire Employee","Fill vacancy","Quality Service",2016-11-01,1,1,"Jakarta",2016
90003299,"Hire Employee","Fill vacancy","Quality Service",2016-11-01,1,1,"Jakarta",2016
90003301,"Hire Employee","Fill vacancy","Inspection Packaging",2016-11-15,1,1,"Jakarta",2016
90003302,"Hire Employee","Fill vacancy","Inspection Packaging",2016-11-15,1,1,"Jakarta",2016
90003303,"Hire Employee","Fill vacancy","Inspection Packaging",2016-11-15,1,1,"Jakarta",2016
90003304,"Hire Employee","New position","Finance",2016-11-15,1,1,"Jakarta",2016
90003305,"Hire Employee","Fill vacancy","Inspection Packaging",2016-12-01,1,1,"Jakarta",2016
90003306,"Hire Employee","Fill vacancy","Inspection Packaging",2016-12-01,1,1,"Jakarta",2016
90003307,"Hire Employee","Fill vacancy","Inspection Packaging",2016-12-01,1,1,"Jakarta",2016
90003308,"Hire Employee","New position","Procurement",2017-01-01,1,1,"Jakarta",2017
90003309,"Hire Employee","New position","Warehouse",2017-02-01,1,1,"Jakarta",2017
90003311,"Hire Employee","Fill vacancy","Inspection Packaging",2017-02-09,1,1,"Jakarta",2017
90003312,"Hire Employee","Fill vacancy","Inspection Packaging",2017-02-09,1,1,"Jakarta",2017
90003313,"Hire Employee","Fill vacancy","Line 22 Shift A",2017-03-06,1,1,"Jakarta",2017
90003313,"Hire Employee","Fill vacancy","Line 22 Shift A",2017-03-06,1,1,"Jakarta",2017
90003313,"Hire Employee","Fill vacancy","Line 22 Shift A",2017-03-06,1,1,"Jakarta",2017
90003314,"Hire Employee","Fill vacancy","Line 22 Shift B",2017-03-06,1,1,"Jakarta",2017
90003314,"Hire Employee","Fill vacancy","Line 22 Shift B",2017-03-06,1,1,"Jakarta",2017
90003315,"Hire Employee","Fill vacancy","Line 22 Shift D",2017-03-06,1,1,"Jakarta",2017
90003315,"Hire Employee","Fill vacancy","Line 22 Shift D",2017-03-06,1,1,"Jakarta",2017
90003315,"Hire Employee","Fill vacancy","Line 22 Shift D",2017-03-06,1,1,"Jakarta",2017
90003316,"Hire Employee","Fill vacancy","Line 22 Shift B",2017-03-06,1,1,"Jakarta",2017
90003316,"Hire Employee","Fill vacancy","Line 22 Shift B",2017-03-06,1,1,"Jakarta",2017
90003317,"Hire Employee","Fill vacancy","Batch & Furnace",2017-03-06,1,1,"Jakarta",2017
90003317,"Hire Employee","Fill vacancy","Batch & Furnace",2017-03-06,1,1,"Jakarta",2017
90003318,"Hire Employee","Fill vacancy","Inspection Packaging",2017-03-06,1,1,"Jakarta",2017
90003319,"Hire Employee","Fill vacancy","Line 22 Shift C",2017-03-20,1,1,"Jakarta",2017
90003320,"Hire Employee","Fill vacancy","Line 11 Shift B",2017-03-20,1,1,"Jakarta",2017
90003321,"Hire Employee","Fill vacancy","Batch & Furnace",2017-03-20,1,1,"Jakarta",2017
90003322,"Hire Employee","New position","PT Kangar Consolidated Industries",2017-03-20,1,1,"Jakarta",2017
90003323,"Hire Employee","New position","Procurement",2017-04-05,1,1,"Jakarta",2017
90003324,"Hire Employee","New position","Marketing & Sales",2017-05-01,1,1,"Jakarta",2017
90003324,"Hire Employee","New position","Planning",2017-05-01,1,1,"Jakarta",2017
90003325,"Hire Employee","Fill vacancy","Electrical",2017-05-01,1,1,"Jakarta",2017
90003326,"Hire Employee","Fill vacancy","Electrical",2017-05-01,1,1,"Jakarta",2017
90003326,"Hire Employee","Fill vacancy","Forming Engineering",2017-05-01,1,1,"Jakarta",2017
90003327,"Hire Employee","Fill vacancy","Mould Shop",2017-05-01,1,1,"Jakarta",2017
90003328,"Hire Employee","Fill vacancy","Batch & Furnace",2017-05-01,1,1,"Jakarta",2017
90003328,"Hire Employee","Fill vacancy","Batch & Furnace",2017-05-01,1,1,"Jakarta",2017
